dataset,pool_label,pool_size,query_id,ranker,n_candidates,n_scored,coverage_fraction,n_pairs,eligible_pairs,pairwise_eligibility_fraction,native_ties,tie_abstention_fraction_of_eligible,missing_abstention_fraction,vote_margin_threshold,nontied_eligible_pairs,retained_votes,vote_margin_abstention_fraction_of_nontied,final_retained_vote_fraction_of_all_pairs
fiqa,canonical,20,108,bm25,20,19,0.95,190,171,0.9,0,0.0,0.1,0.006214589238642559,171,170,0.005847953216374269,0.8947368421052632
fiqa,canonical,20,108,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,63,0.6684210526315789,0.33157894736842103
fiqa,canonical,20,108,minilm,20,8,0.4,190,28,0.14736842105263157,0,0.0,0.8526315789473684,0.2762740840339412,28,19,0.32142857142857145,0.1
fiqa,canonical,20,110,bm25,20,19,0.95,190,171,0.9,0,0.0,0.1,0.006214589238642559,171,170,0.005847953216374269,0.8947368421052632
fiqa,canonical,20,110,tfidf,20,19,0.95,190,171,0.9,0,0.0,0.1,0.37455657691146754,171,48,0.7192982456140351,0.25263157894736843
fiqa,canonical,20,110,minilm,20,7,0.35,190,21,0.11052631578947368,0,0.0,0.8894736842105263,0.2762740840339412,21,10,0.5238095238095238,0.05263157894736842
fiqa,canonical,20,111,bm25,20,19,0.95,190,171,0.9,0,0.0,0.1,0.006214589238642559,171,170,0.005847953216374269,0.8947368421052632
fiqa,canonical,20,111,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,50,0.7368421052631579,0.2631578947368421
fiqa,canonical,20,111,minilm,20,4,0.2,190,6,0.031578947368421054,0,0.0,0.968421052631579,0.2762740840339412,6,5,0.16666666666666666,0.02631578947368421
fiqa,canonical,20,112,bm25,20,19,0.95,190,171,0.9,0,0.0,0.1,0.006214589238642559,171,167,0.023391812865497075,0.8789473684210526
fiqa,canonical,20,112,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,38,0.8,0.2
fiqa,canonical,20,112,minilm,20,9,0.45,190,36,0.18947368421052632,0,0.0,0.8105263157894737,0.2762740840339412,36,8,0.7777777777777778,0.042105263157894736
fiqa,canonical,20,439,bm25,20,18,0.9,190,153,0.8052631578947368,0,0.0,0.19473684210526315,0.006214589238642559,153,151,0.013071895424836602,0.7947368421052632
fiqa,canonical,20,439,tfidf,20,16,0.8,190,120,0.631578947368421,0,0.0,0.3684210526315789,0.37455657691146754,120,26,0.7833333333333333,0.1368421052631579
fiqa,canonical,20,439,minilm,20,8,0.4,190,28,0.14736842105263157,0,0.0,0.8526315789473684,0.2762740840339412,28,10,0.6428571428571429,0.05263157894736842
fiqa,canonical,20,442,bm25,20,20,1.0,190,190,1.0,0,0.0,0.0,0.006214589238642559,190,188,0.010526315789473684,0.9894736842105263
fiqa,canonical,20,442,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,42,0.7789473684210526,0.22105263157894736
fiqa,canonical,20,442,minilm,20,17,0.85,190,136,0.7157894736842105,0,0.0,0.28421052631578947,0.2762740840339412,136,46,0.6617647058823529,0.24210526315789474
fiqa,canonical,20,443,bm25,20,19,0.95,190,171,0.9,0,0.0,0.1,0.006214589238642559,171,168,0.017543859649122806,0.8842105263157894
fiqa,canonical,20,443,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,64,0.6631578947368421,0.3368421052631579
fiqa,canonical,20,443,minilm,20,14,0.7,190,91,0.4789473684210526,0,0.0,0.5210526315789473,0.2762740840339412,91,49,0.46153846153846156,0.2578947368421053
fiqa,canonical,20,444,bm25,20,20,1.0,190,190,1.0,0,0.0,0.0,0.006214589238642559,190,180,0.05263157894736842,0.9473684210526315
fiqa,canonical,20,444,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,51,0.7315789473684211,0.26842105263157895
fiqa,canonical,20,444,minilm,20,12,0.6,190,66,0.3473684210526316,0,0.0,0.6526315789473685,0.2762740840339412,66,34,0.48484848484848486,0.17894736842105263
fiqa,canonical,20,445,bm25,20,20,1.0,190,190,1.0,0,0.0,0.0,0.006214589238642559,190,186,0.021052631578947368,0.9789473684210527
fiqa,canonical,20,445,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,63,0.6684210526315789,0.33157894736842103
fiqa,canonical,20,445,minilm,20,14,0.7,190,91,0.4789473684210526,0,0.0,0.5210526315789473,0.2762740840339412,91,38,0.5824175824175825,0.2
fiqa,canonical,20,446,bm25,20,19,0.95,190,171,0.9,0,0.0,0.1,0.006214589238642559,171,171,0.0,0.9
fiqa,canonical,20,446,tfidf,20,19,0.95,190,171,0.9,0,0.0,0.1,0.37455657691146754,171,56,0.672514619883041,0.29473684210526313
fiqa,canonical,20,446,minilm,20,7,0.35,190,21,0.11052631578947368,0,0.0,0.8894736842105263,0.2762740840339412,21,13,0.38095238095238093,0.06842105263157895
fiqa,canonical,20,447,bm25,20,20,1.0,190,190,1.0,0,0.0,0.0,0.006214589238642559,190,186,0.021052631578947368,0.9789473684210527
fiqa,canonical,20,447,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,62,0.6736842105263158,0.3263157894736842
fiqa,canonical,20,447,minilm,20,20,1.0,190,190,1.0,0,0.0,0.0,0.2762740840339412,190,101,0.46842105263157896,0.531578947368421
fiqa,canonical,20,448,bm25,20,18,0.9,190,153,0.8052631578947368,0,0.0,0.19473684210526315,0.006214589238642559,153,150,0.0196078431372549,0.7894736842105263
fiqa,canonical,20,448,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,72,0.6210526315789474,0.37894736842105264
fiqa,canonical,20,448,minilm,20,6,0.3,190,15,0.07894736842105263,0,0.0,0.9210526315789473,0.2762740840339412,15,11,0.26666666666666666,0.05789473684210526
fiqa,canonical,20,449,bm25,20,20,1.0,190,190,1.0,0,0.0,0.0,0.006214589238642559,190,187,0.015789473684210527,0.9842105263157894
fiqa,canonical,20,449,tfidf,20,19,0.95,190,171,0.9,0,0.0,0.1,0.37455657691146754,171,50,0.7076023391812866,0.2631578947368421
fiqa,canonical,20,449,minilm,20,8,0.4,190,28,0.14736842105263157,0,0.0,0.8526315789473684,0.2762740840339412,28,17,0.39285714285714285,0.08947368421052632
fiqa,canonical,20,450,bm25,20,17,0.85,190,136,0.7157894736842105,0,0.0,0.28421052631578947,0.006214589238642559,136,135,0.007352941176470588,0.7105263157894737
fiqa,canonical,20,450,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,40,0.7894736842105263,0.21052631578947367
fiqa,canonical,20,450,minilm,20,19,0.95,190,171,0.9,0,0.0,0.1,0.2762740840339412,171,96,0.43859649122807015,0.5052631578947369
fiqa,canonical,20,452,bm25,20,17,0.85,190,136,0.7157894736842105,0,0.0,0.28421052631578947,0.006214589238642559,136,135,0.007352941176470588,0.7105263157894737
fiqa,canonical,20,452,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,70,0.631578947368421,0.3684210526315789
fiqa,canonical,20,452,minilm,20,10,0.5,190,45,0.23684210526315788,0,0.0,0.7631578947368421,0.2762740840339412,45,27,0.4,0.14210526315789473
fiqa,canonical,20,453,bm25,20,19,0.95,190,171,0.9,0,0.0,0.1,0.006214589238642559,171,170,0.005847953216374269,0.8947368421052632
fiqa,canonical,20,453,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,41,0.7842105263157895,0.21578947368421053
fiqa,canonical,20,453,minilm,20,3,0.15,190,3,0.015789473684210527,0,0.0,0.9842105263157894,0.2762740840339412,3,3,0.0,0.015789473684210527
fiqa,canonical,20,454,bm25,20,15,0.75,190,105,0.5526315789473685,0,0.0,0.4473684210526316,0.006214589238642559,105,105,0.0,0.5526315789473685
fiqa,canonical,20,454,tfidf,20,18,0.9,190,153,0.8052631578947368,0,0.0,0.19473684210526315,0.37455657691146754,153,27,0.8235294117647058,0.14210526315789473
fiqa,canonical,20,454,minilm,20,18,0.9,190,153,0.8052631578947368,0,0.0,0.19473684210526315,0.2762740840339412,153,44,0.7124183006535948,0.23157894736842105
fiqa,canonical,20,456,bm25,20,19,0.95,190,171,0.9,0,0.0,0.1,0.006214589238642559,171,164,0.04093567251461988,0.8631578947368421
fiqa,canonical,20,456,tfidf,20,18,0.9,190,153,0.8052631578947368,0,0.0,0.19473684210526315,0.37455657691146754,153,32,0.7908496732026143,0.16842105263157894
fiqa,canonical,20,456,minilm,20,10,0.5,190,45,0.23684210526315788,0,0.0,0.7631578947368421,0.2762740840339412,45,18,0.6,0.09473684210526316
fiqa,canonical,20,457,bm25,20,19,0.95,190,171,0.9,0,0.0,0.1,0.006214589238642559,171,168,0.017543859649122806,0.8842105263157894
fiqa,canonical,20,457,tfidf,20,19,0.95,190,171,0.9,0,0.0,0.1,0.37455657691146754,171,57,0.6666666666666666,0.3
fiqa,canonical,20,457,minilm,20,16,0.8,190,120,0.631578947368421,0,0.0,0.3684210526315789,0.2762740840339412,120,60,0.5,0.3157894736842105
fiqa,canonical,20,458,bm25,20,19,0.95,190,171,0.9,0,0.0,0.1,0.006214589238642559,171,166,0.029239766081871343,0.8736842105263158
fiqa,canonical,20,458,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,71,0.6263157894736842,0.3736842105263158
fiqa,canonical,20,458,minilm,20,16,0.8,190,120,0.631578947368421,0,0.0,0.3684210526315789,0.2762740840339412,120,64,0.4666666666666667,0.3368421052631579
fiqa,canonical,20,460,bm25,20,20,1.0,190,190,1.0,0,0.0,0.0,0.006214589238642559,190,189,0.005263157894736842,0.9947368421052631
fiqa,canonical,20,460,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,79,0.5842105263157895,0.41578947368421054
fiqa,canonical,20,460,minilm,20,8,0.4,190,28,0.14736842105263157,0,0.0,0.8526315789473684,0.2762740840339412,28,19,0.32142857142857145,0.1
fiqa,canonical,20,461,bm25,20,19,0.95,190,171,0.9,0,0.0,0.1,0.006214589238642559,171,167,0.023391812865497075,0.8789473684210526
fiqa,canonical,20,461,tfidf,20,19,0.95,190,171,0.9,0,0.0,0.1,0.37455657691146754,171,67,0.6081871345029239,0.3526315789473684
fiqa,canonical,20,461,minilm,20,2,0.1,190,1,0.005263157894736842,0,0.0,0.9947368421052631,0.2762740840339412,1,1,0.0,0.005263157894736842
fiqa,canonical,20,462,bm25,20,18,0.9,190,153,0.8052631578947368,0,0.0,0.19473684210526315,0.006214589238642559,153,148,0.032679738562091505,0.7789473684210526
fiqa,canonical,20,462,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,57,0.7,0.3
fiqa,canonical,20,462,minilm,20,2,0.1,190,1,0.005263157894736842,0,0.0,0.9947368421052631,0.2762740840339412,1,1,0.0,0.005263157894736842
fiqa,canonical,20,464,bm25,20,18,0.9,190,153,0.8052631578947368,0,0.0,0.19473684210526315,0.006214589238642559,153,150,0.0196078431372549,0.7894736842105263
fiqa,canonical,20,464,tfidf,20,19,0.95,190,171,0.9,0,0.0,0.1,0.37455657691146754,171,49,0.7134502923976608,0.2578947368421053
fiqa,canonical,20,464,minilm,20,10,0.5,190,45,0.23684210526315788,0,0.0,0.7631578947368421,0.2762740840339412,45,20,0.5555555555555556,0.10526315789473684
fiqa,canonical,20,465,bm25,20,20,1.0,190,190,1.0,0,0.0,0.0,0.006214589238642559,190,184,0.031578947368421054,0.968421052631579
fiqa,canonical,20,465,tfidf,20,19,0.95,190,171,0.9,0,0.0,0.1,0.37455657691146754,171,52,0.695906432748538,0.2736842105263158
fiqa,canonical,20,465,minilm,20,3,0.15,190,3,0.015789473684210527,0,0.0,0.9842105263157894,0.2762740840339412,3,2,0.3333333333333333,0.010526315789473684
fiqa,canonical,20,466,bm25,20,20,1.0,190,190,1.0,0,0.0,0.0,0.006214589238642559,190,189,0.005263157894736842,0.9947368421052631
fiqa,canonical,20,466,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,86,0.5473684210526316,0.45263157894736844
fiqa,canonical,20,466,minilm,20,1,0.05,190,0,0.0,0,,1.0,0.2762740840339412,0,0,,0.0
fiqa,canonical,20,467,bm25,20,18,0.9,190,153,0.8052631578947368,0,0.0,0.19473684210526315,0.006214589238642559,153,153,0.0,0.8052631578947368
fiqa,canonical,20,467,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,62,0.6736842105263158,0.3263157894736842
fiqa,canonical,20,467,minilm,20,2,0.1,190,1,0.005263157894736842,0,0.0,0.9947368421052631,0.2762740840339412,1,1,0.0,0.005263157894736842
fiqa,canonical,20,468,bm25,20,19,0.95,190,171,0.9,0,0.0,0.1,0.006214589238642559,171,169,0.011695906432748537,0.8894736842105263
fiqa,canonical,20,468,tfidf,20,18,0.9,190,153,0.8052631578947368,0,0.0,0.19473684210526315,0.37455657691146754,153,45,0.7058823529411765,0.23684210526315788
fiqa,canonical,20,468,minilm,20,8,0.4,190,28,0.14736842105263157,0,0.0,0.8526315789473684,0.2762740840339412,28,13,0.5357142857142857,0.06842105263157895
fiqa,canonical,20,470,bm25,20,20,1.0,190,190,1.0,0,0.0,0.0,0.006214589238642559,190,188,0.010526315789473684,0.9894736842105263
fiqa,canonical,20,470,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,60,0.6842105263157895,0.3157894736842105
fiqa,canonical,20,470,minilm,20,3,0.15,190,3,0.015789473684210527,0,0.0,0.9842105263157894,0.2762740840339412,3,3,0.0,0.015789473684210527
fiqa,canonical,20,471,bm25,20,20,1.0,190,190,1.0,0,0.0,0.0,0.006214589238642559,190,187,0.015789473684210527,0.9842105263157894
fiqa,canonical,20,471,tfidf,20,19,0.95,190,171,0.9,0,0.0,0.1,0.37455657691146754,171,32,0.8128654970760234,0.16842105263157894
fiqa,canonical,20,471,minilm,20,8,0.4,190,28,0.14736842105263157,0,0.0,0.8526315789473684,0.2762740840339412,28,16,0.42857142857142855,0.08421052631578947
fiqa,canonical,20,472,bm25,20,19,0.95,190,171,0.9,0,0.0,0.1,0.006214589238642559,171,169,0.011695906432748537,0.8894736842105263
fiqa,canonical,20,472,tfidf,20,19,0.95,190,171,0.9,0,0.0,0.1,0.37455657691146754,171,68,0.6023391812865497,0.35789473684210527
fiqa,canonical,20,472,minilm,20,9,0.45,190,36,0.18947368421052632,0,0.0,0.8105263157894737,0.2762740840339412,36,24,0.3333333333333333,0.12631578947368421
fiqa,canonical,20,473,bm25,20,19,0.95,190,171,0.9,0,0.0,0.1,0.006214589238642559,171,167,0.023391812865497075,0.8789473684210526
fiqa,canonical,20,473,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,46,0.7578947368421053,0.24210526315789474
fiqa,canonical,20,473,minilm,20,1,0.05,190,0,0.0,0,,1.0,0.2762740840339412,0,0,,0.0
fiqa,canonical,20,474,bm25,20,20,1.0,190,190,1.0,0,0.0,0.0,0.006214589238642559,190,188,0.010526315789473684,0.9894736842105263
fiqa,canonical,20,474,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,37,0.8052631578947368,0.19473684210526315
fiqa,canonical,20,474,minilm,20,9,0.45,190,36,0.18947368421052632,0,0.0,0.8105263157894737,0.2762740840339412,36,19,0.4722222222222222,0.1
fiqa,canonical,20,478,bm25,20,20,1.0,190,190,1.0,0,0.0,0.0,0.006214589238642559,190,190,0.0,1.0
fiqa,canonical,20,478,tfidf,20,18,0.9,190,153,0.8052631578947368,0,0.0,0.19473684210526315,0.37455657691146754,153,55,0.6405228758169934,0.2894736842105263
fiqa,canonical,20,478,minilm,20,4,0.2,190,6,0.031578947368421054,0,0.0,0.968421052631579,0.2762740840339412,6,4,0.3333333333333333,0.021052631578947368
fiqa,canonical,20,479,bm25,20,20,1.0,190,190,1.0,0,0.0,0.0,0.006214589238642559,190,186,0.021052631578947368,0.9789473684210527
fiqa,canonical,20,479,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,66,0.6526315789473685,0.3473684210526316
fiqa,canonical,20,479,minilm,20,18,0.9,190,153,0.8052631578947368,0,0.0,0.19473684210526315,0.2762740840339412,153,64,0.5816993464052288,0.3368421052631579
fiqa,canonical,20,480,bm25,20,19,0.95,190,171,0.9,0,0.0,0.1,0.006214589238642559,171,167,0.023391812865497075,0.8789473684210526
fiqa,canonical,20,480,tfidf,20,19,0.95,190,171,0.9,0,0.0,0.1,0.37455657691146754,171,21,0.8771929824561403,0.11052631578947368
fiqa,canonical,20,480,minilm,20,5,0.25,190,10,0.05263157894736842,0,0.0,0.9473684210526315,0.2762740840339412,10,5,0.5,0.02631578947368421
fiqa,canonical,20,481,bm25,20,20,1.0,190,190,1.0,0,0.0,0.0,0.006214589238642559,190,187,0.015789473684210527,0.9842105263157894
fiqa,canonical,20,481,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,50,0.7368421052631579,0.2631578947368421
fiqa,canonical,20,481,minilm,20,3,0.15,190,3,0.015789473684210527,0,0.0,0.9842105263157894,0.2762740840339412,3,2,0.3333333333333333,0.010526315789473684
fiqa,canonical,20,482,bm25,20,20,1.0,190,190,1.0,0,0.0,0.0,0.006214589238642559,190,187,0.015789473684210527,0.9842105263157894
fiqa,canonical,20,482,tfidf,20,19,0.95,190,171,0.9,0,0.0,0.1,0.37455657691146754,171,36,0.7894736842105263,0.18947368421052632
fiqa,canonical,20,482,minilm,20,4,0.2,190,6,0.031578947368421054,0,0.0,0.968421052631579,0.2762740840339412,6,4,0.3333333333333333,0.021052631578947368
fiqa,canonical,20,485,bm25,20,20,1.0,190,190,1.0,0,0.0,0.0,0.006214589238642559,190,189,0.005263157894736842,0.9947368421052631
fiqa,canonical,20,485,tfidf,20,19,0.95,190,171,0.9,0,0.0,0.1,0.37455657691146754,171,76,0.5555555555555556,0.4
fiqa,canonical,20,485,minilm,20,3,0.15,190,3,0.015789473684210527,0,0.0,0.9842105263157894,0.2762740840339412,3,3,0.0,0.015789473684210527
fiqa,canonical,20,486,bm25,20,19,0.95,190,171,0.9,0,0.0,0.1,0.006214589238642559,171,169,0.011695906432748537,0.8894736842105263
fiqa,canonical,20,486,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,72,0.6210526315789474,0.37894736842105264
fiqa,canonical,20,486,minilm,20,4,0.2,190,6,0.031578947368421054,0,0.0,0.968421052631579,0.2762740840339412,6,3,0.5,0.015789473684210527
fiqa,canonical,20,487,bm25,20,14,0.7,190,91,0.4789473684210526,0,0.0,0.5210526315789473,0.006214589238642559,91,91,0.0,0.4789473684210526
fiqa,canonical,20,487,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,46,0.7578947368421053,0.24210526315789474
fiqa,canonical,20,487,minilm,20,9,0.45,190,36,0.18947368421052632,0,0.0,0.8105263157894737,0.2762740840339412,36,23,0.3611111111111111,0.12105263157894737
fiqa,canonical,20,488,bm25,20,20,1.0,190,190,1.0,0,0.0,0.0,0.006214589238642559,190,188,0.010526315789473684,0.9894736842105263
fiqa,canonical,20,488,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,58,0.6947368421052632,0.30526315789473685
fiqa,canonical,20,488,minilm,20,2,0.1,190,1,0.005263157894736842,0,0.0,0.9947368421052631,0.2762740840339412,1,1,0.0,0.005263157894736842
fiqa,canonical,20,489,bm25,20,19,0.95,190,171,0.9,0,0.0,0.1,0.006214589238642559,171,170,0.005847953216374269,0.8947368421052632
fiqa,canonical,20,489,tfidf,20,19,0.95,190,171,0.9,0,0.0,0.1,0.37455657691146754,171,51,0.7017543859649122,0.26842105263157895
fiqa,canonical,20,489,minilm,20,3,0.15,190,3,0.015789473684210527,0,0.0,0.9842105263157894,0.2762740840339412,3,2,0.3333333333333333,0.010526315789473684
fiqa,canonical,20,490,bm25,20,14,0.7,190,91,0.4789473684210526,0,0.0,0.5210526315789473,0.006214589238642559,91,91,0.0,0.4789473684210526
fiqa,canonical,20,490,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,92,0.5157894736842106,0.4842105263157895
fiqa,canonical,20,490,minilm,20,10,0.5,190,45,0.23684210526315788,0,0.0,0.7631578947368421,0.2762740840339412,45,29,0.35555555555555557,0.15263157894736842
fiqa,canonical,20,491,bm25,20,17,0.85,190,136,0.7157894736842105,0,0.0,0.28421052631578947,0.006214589238642559,136,133,0.022058823529411766,0.7
fiqa,canonical,20,491,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,19,0.9,0.1
fiqa,canonical,20,491,minilm,20,8,0.4,190,28,0.14736842105263157,0,0.0,0.8526315789473684,0.2762740840339412,28,14,0.5,0.07368421052631578
fiqa,canonical,20,493,bm25,20,20,1.0,190,190,1.0,0,0.0,0.0,0.006214589238642559,190,187,0.015789473684210527,0.9842105263157894
fiqa,canonical,20,493,tfidf,20,17,0.85,190,136,0.7157894736842105,0,0.0,0.28421052631578947,0.37455657691146754,136,37,0.7279411764705882,0.19473684210526315
fiqa,canonical,20,493,minilm,20,12,0.6,190,66,0.3473684210526316,0,0.0,0.6526315789473685,0.2762740840339412,66,36,0.45454545454545453,0.18947368421052632
fiqa,canonical,20,494,bm25,20,20,1.0,190,190,1.0,0,0.0,0.0,0.006214589238642559,190,185,0.02631578947368421,0.9736842105263158
fiqa,canonical,20,494,tfidf,20,18,0.9,190,153,0.8052631578947368,0,0.0,0.19473684210526315,0.37455657691146754,153,71,0.5359477124183006,0.3736842105263158
fiqa,canonical,20,494,minilm,20,8,0.4,190,28,0.14736842105263157,0,0.0,0.8526315789473684,0.2762740840339412,28,22,0.21428571428571427,0.11578947368421053
fiqa,canonical,20,497,bm25,20,20,1.0,190,190,1.0,0,0.0,0.0,0.006214589238642559,190,184,0.031578947368421054,0.968421052631579
fiqa,canonical,20,497,tfidf,20,19,0.95,190,171,0.9,0,0.0,0.1,0.37455657691146754,171,58,0.6608187134502924,0.30526315789473685
fiqa,canonical,20,497,minilm,20,11,0.55,190,55,0.2894736842105263,0,0.0,0.7105263157894737,0.2762740840339412,55,13,0.7636363636363637,0.06842105263157895
fiqa,canonical,20,498,bm25,20,20,1.0,190,190,1.0,0,0.0,0.0,0.006214589238642559,190,186,0.021052631578947368,0.9789473684210527
fiqa,canonical,20,498,tfidf,20,20,1.0,190,190,1.0,0,0.0,0.0,0.37455657691146754,190,87,0.5421052631578948,0.45789473684210524
fiqa,canonical,20,498,minilm,20,3,0.15,190,3,0.015789473684210527,0,0.0,0.9842105263157894,0.2762740840339412,3,3,0.0,0.015789473684210527
fiqa,task1_larger,50,0,bm25,50,32,0.64,1225,496,0.4048979591836735,0,0.0,0.5951020408163266,0.005636866469025026,496,484,0.024193548387096774,0.39510204081632655
fiqa,task1_larger,50,0,tfidf,50,33,0.66,1225,528,0.4310204081632653,0,0.0,0.5689795918367347,0.3320243277327786,528,106,0.7992424242424242,0.08653061224489796
fiqa,task1_larger,50,0,minilm,50,26,0.52,1225,325,0.2653061224489796,0,0.0,0.7346938775510204,0.28830195469039405,325,135,0.5846153846153846,0.11020408163265306
fiqa,task1_larger,50,4,bm25,50,39,0.78,1225,741,0.6048979591836735,0,0.0,0.39510204081632655,0.005636866469025026,741,721,0.02699055330634278,0.5885714285714285
fiqa,task1_larger,50,4,tfidf,50,35,0.7,1225,595,0.4857142857142857,0,0.0,0.5142857142857142,0.3320243277327786,595,207,0.6521008403361345,0.1689795918367347
fiqa,task1_larger,50,4,minilm,50,27,0.54,1225,351,0.28653061224489795,0,0.0,0.713469387755102,0.28830195469039405,351,115,0.6723646723646723,0.09387755102040816
fiqa,task1_larger,50,5,bm25,50,27,0.54,1225,351,0.28653061224489795,0,0.0,0.713469387755102,0.005636866469025026,351,349,0.005698005698005698,0.28489795918367344
fiqa,task1_larger,50,5,tfidf,50,30,0.6,1225,435,0.3551020408163265,0,0.0,0.6448979591836734,0.3320243277327786,435,188,0.5678160919540229,0.15346938775510205
fiqa,task1_larger,50,5,minilm,50,21,0.42,1225,210,0.17142857142857143,0,0.0,0.8285714285714286,0.28830195469039405,210,79,0.6238095238095238,0.06448979591836734
fiqa,task1_larger,50,6,bm25,50,34,0.68,1225,561,0.4579591836734694,0,0.0,0.5420408163265306,0.005636866469025026,561,553,0.0142602495543672,0.4514285714285714
fiqa,task1_larger,50,6,tfidf,50,34,0.68,1225,561,0.4579591836734694,0,0.0,0.5420408163265306,0.3320243277327786,561,133,0.7629233511586453,0.10857142857142857
fiqa,task1_larger,50,6,minilm,50,24,0.48,1225,276,0.2253061224489796,0,0.0,0.7746938775510204,0.28830195469039405,276,90,0.6739130434782609,0.07346938775510205
fiqa,task1_larger,50,7,bm25,50,36,0.72,1225,630,0.5142857142857142,0,0.0,0.4857142857142857,0.005636866469025026,630,622,0.012698412698412698,0.5077551020408163
fiqa,task1_larger,50,7,tfidf,50,36,0.72,1225,630,0.5142857142857142,0,0.0,0.4857142857142857,0.3320243277327786,630,107,0.8301587301587302,0.08734693877551021
fiqa,task1_larger,50,7,minilm,50,18,0.36,1225,153,0.12489795918367347,0,0.0,0.8751020408163265,0.28830195469039405,153,66,0.5686274509803921,0.053877551020408164
fiqa,task1_larger,50,9,bm25,50,44,0.88,1225,946,0.7722448979591837,0,0.0,0.22775510204081634,0.005636866469025026,946,930,0.016913319238900635,0.7591836734693878
fiqa,task1_larger,50,9,tfidf,50,43,0.86,1225,903,0.7371428571428571,0,0.0,0.26285714285714284,0.3320243277327786,903,249,0.7242524916943521,0.20326530612244897
fiqa,task1_larger,50,9,minilm,50,23,0.46,1225,253,0.20653061224489797,0,0.0,0.793469387755102,0.28830195469039405,253,101,0.6007905138339921,0.08244897959183674
fiqa,task1_larger,50,11,bm25,50,34,0.68,1225,561,0.4579591836734694,0,0.0,0.5420408163265306,0.005636866469025026,561,558,0.0053475935828877,0.4555102040816327
fiqa,task1_larger,50,11,tfidf,50,38,0.76,1225,703,0.5738775510204082,0,0.0,0.42612244897959184,0.3320243277327786,703,133,0.8108108108108109,0.10857142857142857
fiqa,task1_larger,50,11,minilm,50,31,0.62,1225,465,0.3795918367346939,0,0.0,0.6204081632653061,0.28830195469039405,465,158,0.6602150537634408,0.12897959183673469
fiqa,task1_larger,50,12,bm25,50,31,0.62,1225,465,0.3795918367346939,0,0.0,0.6204081632653061,0.005636866469025026,465,456,0.01935483870967742,0.3722448979591837
fiqa,task1_larger,50,12,tfidf,50,32,0.64,1225,496,0.4048979591836735,0,0.0,0.5951020408163266,0.3320243277327786,496,75,0.8487903225806451,0.061224489795918366
fiqa,task1_larger,50,12,minilm,50,25,0.5,1225,300,0.24489795918367346,0,0.0,0.7551020408163265,0.28830195469039405,300,133,0.5566666666666666,0.10857142857142857
fiqa,task1_larger,50,13,bm25,50,36,0.72,1225,630,0.5142857142857142,0,0.0,0.4857142857142857,0.005636866469025026,630,619,0.01746031746031746,0.5053061224489795
fiqa,task1_larger,50,13,tfidf,50,39,0.78,1225,741,0.6048979591836735,0,0.0,0.39510204081632655,0.3320243277327786,741,155,0.7908232118758435,0.12653061224489795
fiqa,task1_larger,50,13,minilm,50,24,0.48,1225,276,0.2253061224489796,0,0.0,0.7746938775510204,0.28830195469039405,276,122,0.5579710144927537,0.09959183673469388
fiqa,task1_larger,50,14,bm25,50,40,0.8,1225,780,0.636734693877551,0,0.0,0.363265306122449,0.005636866469025026,780,762,0.023076923076923078,0.6220408163265306
